"salario_base","treat","edad","educ_padres","distancia","treat_sesgado","salario_sesgado"
457798.635059839,1,23,1,9.69262829947987,1,415715.559975907
556874.092025789,1,22,3,10.0086889928242,1,541854.173287148
520140.753074619,0,19,3,2.09474831215577,0,517985.131948837
445705.725604627,0,19,1,17.8848627636842,1,422552.635842774
604524.48421535,1,19,4,10.7426925999601,1,578995.430637793
585036.124844305,1,19,4,3.69273399213124,1,535629.718598817
584280.311100571,0,20,4,6.5673013307123,1,584755.940898979
568208.824685536,0,20,3,2.90057189886868,1,518878.182463276
496594.539660241,0,25,2,16.412454921938,1,467007.817646509
530728.700075868,1,18,2,10.1468121748651,1,491437.033975453
582040.853706003,0,20,4,3.37002876522373,1,553487.813163699
524979.366715201,1,19,3,18.2262937674568,1,508437.09654038
418744.346062462,0,19,1,-12.5854061635218,0,439838.850844717
568844.393849773,1,18,4,10.2484284498651,1,584842.488520226
485661.221557259,1,22,3,10.4685015909591,0,497899.685011626
544910.05931382,0,20,3,15.346514855239,1,548775.482695885
553338.826719184,0,23,3,-0.157267997661947,0,516765.435289299
461728.45706084,1,25,1,20.2436846590006,1,449882.885616728
495869.857678165,0,21,2,-6.05766212711732,0,487281.856913791
520771.765403644,0,23,3,12.0009000645102,1,538496.38915239
514325.530979408,0,22,3,15.2081282923483,1,533687.311074963
558263.04391537,1,24,3,19.4446800299358,1,471795.019467358
477612.893611227,0,18,2,15.5799905952643,1,470412.410478646
465832.573765537,1,19,1,3.27887790176455,1,487190.440819967
494308.442851478,1,18,2,2.48332663300344,0,451636.99455522
530583.575381127,0,24,3,0.593460760131086,1,524136.046868055
625616.893854405,1,20,4,7.08232351084758,0,544453.070165531
600977.804859302,1,20,4,18.4694847035824,1,561585.820697429
474100.857835438,1,22,1,17.1645418249861,0,428004.999202581
534075.033640364,1,21,3,11.9918688873029,1,514022.498283524
464705.232896097,0,23,2,11.0935750739461,1,488777.135724758
458328.6102635,0,24,1,18.0910625603077,1,455502.152556041
577501.087667317,1,23,4,6.41699117122593,1,533716.654445251
545775.58904922,1,21,3,5.26602789361974,1,504933.411737105
488347.823487093,1,22,2,0.692938449403531,0,445345.698600342
500927.81161652,0,25,3,-3.70876395464269,1,542408.038577348
541823.874706804,0,19,3,7.55288411422286,1,518369.964873578
493032.827889042,1,20,2,28.3242331065939,1,493912.840792054
551548.199322507,1,24,3,12.1625067200876,1,537094.796709896
541033.422022496,1,22,3,-0.208803537755839,0,529598.745409858
480066.579368188,0,20,2,18.7333726231451,1,511457.412549751
535337.953351935,0,22,3,-7.84109355376753,1,553488.34753994
395153.941871352,0,22,1,8.21027254844127,1,413740.168718048
581064.711774607,1,24,3,0.280902274374453,0,542488.567150008
483581.802738923,0,19,3,27.2031885853892,1,529662.13616549
592297.056790494,1,22,4,5.93160286701472,0,588958.400345739
548444.796744096,0,23,3,12.6768781196373,1,549829.534717553
428083.014606143,1,22,1,16.0365439824622,1,421557.027107252
508436.972355397,1,20,2,-2.90497278692598,1,493698.023610277
592751.553334252,0,19,4,5.2088323263123,0,547718.128556014
591498.674286017,1,18,4,25.3228584194698,1,557618.886345107
568224.414132034,1,23,3,9.01208897806032,1,547060.604405563
491017.278469891,0,19,3,-0.593026813733065,1,532747.699177438
471310.424370352,1,23,1,-7.35252499592344,1,472031.70653097
519489.59650567,1,20,2,-10.9503317765212,0,477473.336452841
486161.931659761,1,19,3,14.279158444664,1,541374.734236626
464962.746627923,0,24,2,-7.14718955087203,1,465627.270377649
450206.912042783,0,20,1,19.1559624073708,1,447073.922304112
607154.417391189,1,22,4,-3.03872551733921,0,557798.698591755
576116.562866906,1,24,3,15.1118059775802,1,536818.231324148
412171.798130637,0,22,1,8.03295546677981,1,445967.378376948
590530.077656782,1,20,4,10.1688653297564,1,607191.102919468
551579.906868246,1,18,3,14.3243229919258,0,520858.521447235
550216.915606093,0,20,3,18.1343452799429,1,516541.051730399
535072.717831154,0,25,4,18.0002853986836,1,585391.118427896
468505.21962476,1,19,2,10.5206580621336,1,508171.020372024
631787.090646996,1,24,4,10.8163003355532,1,559801.616512512
594336.262998186,0,21,4,14.8495090581214,1,554581.683418447
469524.020206301,1,24,2,25.7176371320943,1,437266.827984681
523356.521581714,0,18,3,17.8824308679496,1,529470.866795783
448421.597903749,1,25,1,11.2926008689035,1,419042.261116957
474139.299257782,0,24,1,8.22256232864211,0,419653.085651086
458672.132928413,1,19,1,4.92006547791748,1,447560.816008221
501409.484692744,1,23,2,10.0900422203319,1,510545.222216993
546475.044401428,1,25,3,6.83117612636491,1,540378.828544385
533995.709648604,1,20,3,7.40159059224489,0,494919.276635461
516249.892763906,0,24,2,6.8714243128154,1,489810.075423363
592401.893119283,1,24,4,2.57742536610693,0,503241.616916549
446212.643793458,0,22,1,13.8435273047773,1,485274.545806294
596935.530959981,1,20,4,17.9702679120712,1,551668.747586456
473149.335912977,1,22,2,9.95674971234592,0,473173.525117294
513174.644275817,1,25,2,11.0196658096519,1,480955.033455563
559881.758640158,1,24,3,0.851333022917016,1,537485.621989563
517116.381068126,1,19,3,-4.08700599378063,0,529084.06994137
544797.456436291,0,24,4,8.94303418056821,0,546794.028014782
491054.30211091,1,20,2,0.181214692944987,0,470010.337380265
437826.163012831,0,20,1,-3.85327830644107,1,451781.699128928
472426.215454101,0,18,2,14.1093815041938,1,482214.030934121
503248.001434814,1,25,2,10.0861956969401,1,511077.217239365
488537.323933351,1,22,2,5.96015336348911,1,481451.581031083
491348.592602286,0,23,2,14.5179300502427,1,484956.537888446
537294.827178703,0,20,4,12.2129678679202,1,553321.857134746
498339.968749309,1,21,2,14.3488815262255,0,462392.549049349
558650.277696999,1,25,3,-3.93656923525015,1,540649.098618848
507635.770067754,1,24,2,9.03622665794773,0,468861.707024511
588472.50171185,1,25,4,16.2523066470334,1,550072.975575478
522781.115466307,0,19,2,2.487500436431,1,494642.185991873
556201.371328909,1,20,4,24.565441911204,1,534848.870930002
524118.87944223,1,18,3,18.7916675278362,1,507076.395308263
505861.564578005,0,20,2,0.709476018881986,1,498485.434651183
557948.021676776,0,25,4,7.35731014996414,1,538863.432273658
447058.605830823,0,25,1,2.18545404535843,0,420037.056088403
557366.075361904,0,24,4,11.2191373782134,1,571601.870712093
523159.955760744,0,19,3,-4.83569102288653,0,516023.604173593
528424.073655425,0,18,3,13.2824491186139,0,523379.636221749
445407.930601378,0,19,2,19.9281768642867,1,500650.500506378
528906.341499106,0,25,3,8.56377594197365,0,446929.593745367
485854.764597113,1,21,1,16.2477554659494,1,445204.795369997
499343.503679758,1,24,2,7.36302701186918,1,507498.272850387
469643.700040031,0,22,1,3.4838355418651,0,478676.00319159
576396.951275737,1,20,4,9.5499454828898,1,559766.166541474
543319.934015693,0,19,4,1.70207371580722,1,581052.146444789
465784.144381422,0,18,2,0.694924295999083,0,467900.354729452
442536.155813066,1,19,1,-7.31667378545519,0,475949.842572326
482604.396474218,1,25,1,1.69634623876964,0,415878.398138393
438450.032960672,0,25,1,4.41282598937666,0,449184.986256916
489120.27496284,0,24,2,3.95764329069145,0,464114.798689257
546008.515765968,1,23,4,1.39393416185648,1,602471.808339357
507118.734622095,0,24,3,1.38801344011716,0,526070.834642925
468557.303892573,1,20,1,0.222185686032777,1,483103.85009342
494091.915225096,1,18,2,12.9513371369636,0,461468.716656432
536115.705810553,1,24,3,36.8709537451755,1,542163.355090225
519693.900011051,1,25,2,9.14846218074252,1,482402.150948344
431094.488951637,0,25,1,8.26363064190679,1,461007.63182646
523177.175480034,1,21,3,-8.0861598948868,1,511669.700530783
505847.051095223,1,24,2,16.1826248329566,0,486717.74650391
532363.149367574,1,24,3,-6.15068080234762,1,509268.663721616
537043.069957669,0,22,4,-1.7695174697022,0,555642.587730515
554230.693872794,1,20,3,8.01416320623141,1,532637.985891931
492609.438274366,0,25,3,8.57899514941849,1,539884.184300986
474671.826243465,1,20,2,16.2479070715087,0,513331.905951399
592108.62448169,1,21,3,6.28172613751558,0,504018.14282005
546219.175047399,1,24,3,21.4337254040021,1,534696.236723633
536124.474096905,0,19,2,17.9505412517428,1,482778.692562982
509122.807890411,1,23,2,13.016225664094,0,470363.429617978
529376.086838386,1,20,3,-10.2125591758621,0,464191.304176553
504988.693978383,0,22,2,21.2224009741883,1,490071.624589187
492031.680477602,1,22,2,8.62161154761264,1,541494.886362535
467809.384774018,0,22,2,12.3249245345301,1,462313.307187824
470547.581448596,1,18,1,20.1282324543998,1,459914.393853199
571827.404005483,1,18,3,7.12955167014232,1,556113.559209431
429343.451510953,0,19,1,6.31808390650322,1,470906.970675397
536401.714704536,1,22,3,18.8327310996591,1,466428.107523277
491667.296074479,1,25,3,6.4744715929816,0,531782.004623357
519419.503399591,1,21,2,20.0878130460168,1,458817.766323591
450174.122373737,0,20,2,5.5120159494019,1,492123.831049109
506093.383152669,0,23,3,9.28714562235659,1,565788.587105303
460013.217648273,0,22,2,13.0388909385685,1,499905.367099242
513639.205331468,0,20,2,8.84084283420922,1,467509.878946427
497753.699498709,0,24,2,23.603427003648,1,468807.92154056
461423.466582936,0,22,2,8.17155141080786,0,448810.457418863
519098.35642203,0,20,3,-1.33668387017549,0,545445.53485571
578844.705106898,0,20,4,3.28649354501961,0,530539.152050536
494928.486231849,0,22,3,10.4620148495001,1,571024.549873863
572116.687095308,1,23,3,4.84017821880765,0,541027.746658703
546404.829141983,1,25,3,18.2906014806521,1,519797.957823768
554848.57356079,1,22,3,37.0243805408466,1,556262.054960383
593231.22288785,1,19,4,11.1023452213729,1,553473.799022581
447144.719703682,0,18,2,-3.28531367983746,0,481392.162495329
482492.945938131,0,25,2,11.3130146724164,1,478273.731389245
529741.396710808,1,19,3,-0.545242325788553,0,529263.943890492
502581.76359314,0,21,3,19.4655828169847,1,501084.336950716
532261.293966295,1,18,3,1.80136427857659,0,545794.716226485
562514.577280458,0,18,4,14.1385988980315,0,534534.680848478
529524.594222546,1,25,3,2.96577054950029,0,508390.587792718
589552.2001265,1,23,4,-0.409305402136294,0,546726.04831212
514882.429988044,0,25,2,23.0026541632175,1,481686.728479768
540246.546105477,0,25,3,1.05296899179212,1,548023.681698658
483404.260751952,1,22,2,0.62429025073188,0,454585.675646588
577549.274688969,1,20,4,13.5138877832202,1,575689.178318844
468573.046346337,0,25,2,6.59975142425638,1,514293.015106258
541278.806861468,0,19,4,9.01292671353545,1,586432.369130656
484875.506160858,0,19,2,17.3346657144683,1,501934.417628555
552730.812793861,0,21,3,10.3185573668393,1,487860.369477461
462798.298641079,0,20,1,18.1867827764759,1,415038.906491929
471517.242534854,0,18,2,6.87235318897629,1,470841.369755047
459180.273615776,0,25,1,-2.77637511104415,0,435653.592910879
578428.145351947,0,21,4,13.947271718391,1,599441.268927067
497664.638874835,0,21,3,-1.20604138651387,1,537067.863068347
523415.935965531,0,23,4,22.6146210268048,1,549491.679787049
504332.132103379,0,25,3,21.9605116850579,1,514496.48817722
499453.941644216,0,21,2,6.58426151356656,0,500666.416549946
460510.678353782,1,20,1,16.6000899692378,1,433106.733432433
511866.988437315,1,21,2,16.8473023848462,1,489887.793999289
591778.16537087,1,18,4,21.3888787150658,1,526154.115374731
442230.122977915,0,24,1,-1.66617346093038,0,458831.391817156
472479.489870237,0,24,2,16.3786971648812,1,454811.767238358
483497.633300684,1,24,2,18.8648587110344,1,493927.948573654
538995.840919357,1,24,3,16.4057305224827,1,558866.845297049
512573.345742642,0,20,3,16.7119460351274,1,501193.290369539
510217.733136189,1,19,2,8.60778152756749,1,492465.917881405
484357.380763362,0,18,2,16.5287938327505,1,469650.390305087
415971.563009185,0,25,1,-17.1859642946679,1,456992.260263817
566127.585686267,1,18,4,9.13131350329825,1,559460.21466763
566563.082537861,0,19,4,11.3872688734684,1,589455.212322793
515209.368837118,0,20,3,15.3198248693634,1,497626.561439739
616281.425572449,1,20,4,16.0027223141602,1,552103.651494593
463221.478283771,1,18,2,10.9985141217827,1,496698.95710729
456684.227198658,1,20,1,22.1071250798803,1,475895.476318366
520324.757101027,1,18,2,-2.07247415054002,0,456077.493876463
520302.920259631,0,23,3,14.5527492705498,1,504231.074845307
540186.553343279,0,22,3,-0.271120492796635,0,547091.112959149
555173.175597967,1,18,3,9.34808885325988,0,528499.210591456
475802.622033604,0,18,2,10.5727293136072,1,471104.576230887
532158.912414483,1,25,3,-2.25751790484036,0,536394.534785786
507506.565908725,1,21,2,6.1276347268522,1,518308.100877879
511946.290603048,1,18,3,5.87407231248836,1,513673.610492568
443985.986217806,0,21,1,2.17843695873265,1,459233.282306488
478360.915643024,1,21,2,7.11864345186609,0,482575.41845937
473080.219688281,0,24,2,-14.3430285278353,0,467673.528460981
563622.805660287,0,19,4,-1.54389075628426,1,599226.241145908
524778.350520944,0,21,3,12.090005778547,1,523485.118423957
504045.78618355,0,25,3,-2.47536437546738,0,551671.217134789
548827.64385973,0,18,3,7.192871070667,1,527599.756727749
589229.870093807,0,19,4,9.19137350450948,1,535943.32684094
497793.664179762,1,25,1,19.9625542377554,1,428436.097512315
514682.814349694,1,19,2,11.534792078191,1,485921.017174198
519627.648676692,0,20,3,1.69404796823408,0,508601.059849823
518117.941877948,1,18,2,8.97638849275906,1,485341.266646857
534572.09461987,0,20,3,7.17409297094247,1,527185.042572405
474288.992001762,0,20,1,12.9995710905977,1,424263.693471534
541533.954738457,1,25,3,18.9249161268961,1,576689.707567385
538238.510807394,0,19,3,3.48378686686723,1,501132.181643601
530123.931729268,0,25,3,4.74720170398576,0,487229.30833829
498222.517461205,0,25,2,1.62676427289235,1,512027.408437473
488815.419436042,1,20,2,13.6127497280668,1,485666.108116757
520970.803077988,1,18,2,6.90021402964155,0,476808.306783091
569441.095668333,1,23,4,16.5941576432923,1,566100.032871721
572559.705628745,1,23,4,-4.36102709437323,1,534658.388140575
495198.996479777,1,18,2,14.4190917199618,1,498361.938242961
490120.154047748,0,23,2,13.3537252527544,1,495667.919018646
570225.97290098,1,22,4,2.37556748863302,0,587564.941692182
481625.379745007,1,25,2,-4.28523871767385,0,490558.095176136
536133.041311985,0,21,4,10.5786442866112,1,595240.439337227
465061.476972089,0,21,2,-14.1627177129874,0,481687.387870224
501900.327786915,0,23,2,-8.3056502148808,1,498606.619660077
559603.671907789,1,18,3,12.5522427695402,1,545285.156976556
560129.090645966,0,24,3,11.2574408010535,1,552739.446195693
499002.453273871,1,19,2,-2.99804410374902,0,481252.617375305
541104.955074149,1,18,4,-2.4776464302774,1,594643.217197256
520703.622670796,0,22,4,12.9311854383317,1,573494.496492296
461849.814246888,0,20,2,8.81861781668056,1,501875.673678091
564292.509067774,1,20,4,-16.142479834864,1,601614.248410896
554301.607364994,1,21,4,1.19111198230328,1,586773.497098684
516700.381301395,1,20,2,-4.95078766633454,1,513203.339081656
461203.406988512,0,22,1,14.4247600555836,1,438576.891539385
442913.678117661,1,23,1,21.220973309067,1,475038.884969789
550931.450734705,1,25,4,23.4436801470975,1,569126.938561743
558527.445996828,0,19,3,5.9646726651402,0,536241.087083497
